ticker	nome	segmento	tipoGestao	cotacao	dataCotacao	min52W	max52W	volumeMedioDiarioL2M	valorMercado	numeroCotas	dataUltimoRelatorio	urlHistorico	ffoYield	dividendYield	p_vp	ffoPorCota	dyPorCota	vpPorCota	ativos	patrimonioLiquido	qtdImoveis	qtdUnidades	imoveisPorPatrimonioLiquido	area	aluguelPorM2	precoPorM2	capRate	vacanciaMedia	
ARCT11	RIZA ARCTIUM REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	100,05	26/11/2021	81,36	114,28	400.915	159.837.000	1.597.568	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=ARCT11&tipo=2	5,06%	13,3%	0,97	5,07	12,73	103,19	194.924.000	164.848.000	6	5	108,1%	227.831	24	758	3,1%	0,0%	
ARRI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS	Títulos e Val. Mob.	Ativa	93,11	26/11/2021	74,77	109,08	298.322	97.609.100	1.048.320	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=ARRI11&tipo=2	6,83%	13,9%	0,99	6,36	8,13	94,47	105.123.000	99.039.300	0	0	0,0%	0	-	-	-	-	
ATSA11	HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	98,11	26/11/2021	98,00	118,00	2.259	171.804.000	1.751.141	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=ATSA11&tipo=2	-1,35%	0,0%	1,00	-1,32	0,00	98,47	172.906.000	172.430.000	1	233	98,5%	32.909	-31	5.141	-0,6%	21,3%	
BARI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII	Títulos e Val. Mob.	Ativa	100,39	26/11/2021	90,88	105,74	1.439.030	465.226.000	4.634.191	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BARI11&tipo=2	12,35%	15,1%	0,98	12,40	12,64	101,93	480.385.000	472.348.000	1		0,2%	0	-	-	0,0%	-	
BBFI11B	BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO	Lajes Corporativas	Passiva	1.998,01	26/11/2021	1.707,33	2.467,46	519.621	259.741.000	130.000	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBFI11B&tipo=2	15,23%	15,6%	0,79	304,24	314,84	2.537,14	342.626.000	329.828.000	2	2	94,0%	86.312	484	2.829	17,1%	39,2%	
BBFO11	BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Passiva	70,00	26/11/2021	65,70	94,08	133.108	280.273.000	4.003.900	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBFO11&tipo=2	6,80%	7,5%	0,81	4,76	5,31	86,04	347.132.000	344.505.000	0	0	0,0%	0	-	-	-	-	
BBPO11	BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Passiva	86,60	26/11/2021	84,75	122,94	2.021.220	1.378.650.000	15.919.690	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBPO11&tipo=2	13,39%	14,0%	0,90	11,60	12,25	95,98	1.529.710.000	1.527.910.000	63	63	93,5%	372.421	570	3.463	16,5%	0,0%	
BBRC11	BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Outros	Passiva	87,93	26/11/2021	86,18	131,11	234.134	139.809.000	1.590.000	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBRC11&tipo=2	14,17%	12,1%	0,77	12,46	10,83	113,63	181.560.000	180.678.000	20	20	94,8%	15.319	1.367	8.653	15,8%	0,0%	
BBVJ11	CIDADE JARDIM CONTINENTAL TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Passiva	62,99	05/11/2020	0,00	0,00	0	170.703.000	2.710.000	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBVJ11&tipo=2	-1,55%	0,0%	0,97	-0,98	0,00	65,07	186.249.000	176.330.000	1	25	101,4%	24.790	214	6.979	3,1%	59,0%	
BCFF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS	Títulos e Val. Mob.	Ativa	61,65	26/11/2021	61,20	88,09	3.284.260	1.552.740.000	25.186.378	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BCFF11&tipo=2	5,81%	9,9%	0,78	3,58	5,76	78,57	1.998.340.000	1.978.950.000	0	0	0,0%	0	-	-	-	-	
BCIA11	BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	79,53	26/11/2021	79,53	107,57	461.385	295.775.000	3.719.038	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BCIA11&tipo=2	8,59%	9,6%	0,78	6,83	7,72	102,37	383.269.000	380.706.000	0	0	0,0%	0	-	-	-	-	
BCRI11	BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO	Títulos e Val. Mob.	Ativa	104,02	26/11/2021	93,19	111,15	1.149.380	650.944.000	6.257.873	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BCRI11&tipo=2	5,90%	13,3%	0,98	6,13	10,83	105,89	670.580.000	662.675.000	0	0	0,0%	0	-	-	-	-	
BICR11	INTER TITULOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO	Títulos e Val. Mob.	Ativa	93,86	26/11/2021	80,42	100,94	774	46.930.000	500.000	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BICR11&tipo=2	3,97%	4,3%	0,95	3,72	4,06	98,52	49.546.900	49.260.100	0	0	0,0%	0	-	-	-	-	
BLCP11	BLUECAP RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII	Logística	Ativa	72,70	26/11/2021	72,70	100,43	149.581	166.940.000	2.296.282	17/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLCP11&tipo=2	6,61%	9,3%	0,74	4,80	5,00	98,37	228.664.000	225.879.000	2	5	98,9%	69.000	138	2.393	5,8%	3,5%	
BLMC11	BLUEMACAW CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	98,00	26/11/2021	92,02	100,20	50.018	39.151.000	399.500	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLMC11&tipo=2	4,07%	5,5%	0,98	3,99	6,29	100,02	40.550.500	39.956.500	0	0	0,0%	0	-	-	-	-	
BLMG11	BLUEMACAW LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Outros	Ativa	87,98	26/11/2021	85,21	102,45	727.343	335.256.000	3.810.588	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLMG11&tipo=2	3,20%	8,8%	0,89	2,81	8,86	99,34	478.530.000	378.554.000	2	2	75,6%	333.048	14	761	1,8%	0,0%	
BLMR11	BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	6,92	26/11/2021	6,92	9,10	650.366	176.748.000	25.541.630	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLMR11&tipo=2	5,61%	8,0%	0,81	0,39	1,14	8,58	222.584.000	219.088.000	0	0	0,0%	0	-	-	-	-	
BMLC11	FII BM BRASCAN LAJES CORPORATIVAS	Híbrido	Ativa	87,98	26/11/2021	80,29	93,37	25.673	87.839.700	998.405	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BMLC11&tipo=2	7,92%	7,9%	0,82	6,97	6,97	106,74	109.324.000	106.574.000	2	25	98,7%	7.270	1.070	11.923	9,0%	0,0%	
BNFS11	BANRISUL NOVAS FRONTEIRAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Outros	Ativa	118,00	26/11/2021	110,90	123,67	46.758	82.600.000	700.000	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BNFS11&tipo=2	10,76%	10,8%	1,13	12,69	12,89	104,03	74.770.300	72.818.000	18	18	96,3%	10.293	988	7.729	12,8%	0,0%	
BPFF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS	Outros	Ativa	60,34	26/11/2021	60,21	76,95	481.256	271.067.000	4.492.326	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BPFF11&tipo=2	12,97%	11,0%	0,78	7,83	6,71	77,33	351.098.000	347.400.000	0	0	0,0%	0	-	-	-	-	
BPML11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL SHOPPINGS	Shoppings	Passiva	77,97	26/11/2021	77,00	102,30	13.798	335.667.000	4.305.079	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BPML11&tipo=2	4,97%	2,9%	0,59	3,87	2,25	132,81	1.014.330.000	571.756.000	4	632	141,2%	113.440	392	4.178	9,4%	6,5%	
BPRP11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP	Logística	Passiva	95,47	26/11/2021	93,91	121,03	647	128.869.000	1.349.837	-	https://fundamentus.com.br/fii_proventos.php?papel=BPRP11&tipo=2	9,80%	9,8%	0,88	9,36	9,38	108,01	146.905.000	145.797.000	1	1	99,9%	23.257	566	5.537	10,2%	0,0%	
BRCO11	BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	84,01	26/11/2021	84,01	117,20	2.934.430	1.241.570.000	14.778.781	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BRCO11&tipo=2	7,84%	7,9%	0,77	6,58	6,63	108,57	1.616.930.000	1.604.540.000	11	11	98,2%	445.732	262	2.736	9,6%	2,7%	
BRCR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND	Híbrido	Ativa	63,13	26/11/2021	62,15	86,05	2.554.980	1.681.670.000	26.638.202	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BRCR11&tipo=2	9,34%	8,9%	0,59	5,90	5,65	107,12	3.428.980.000	2.853.540.000	9	78	78,6%	124.272	1.215	10.635	11,4%	15,6%	
BREV11	BRAZIL REAL ESTATE VICTORY FUND I - FUNDO DE INVESTIMENTO IMOBILIARIO	Híbrido	Ativa	95,62	26/11/2021	88,85	118,02	87.486	92.483.800	967.201	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=BREV11&tipo=2	4,92%	6,2%	0,91	4,71	5,81	105,12	102.488.000	101.671.000	14	21	94,3%	5.944	1.012	14.679	6,9%	17,9%	
BRIM11	BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Ativa	1.012,58	16/09/2021	944,32	1.163,01	0	125.699.000	124.137	-	https://fundamentus.com.br/fii_proventos.php?papel=BRIM11&tipo=2	-1,38%	0,0%	1,04	-13,97	0,00	973,77	132.050.000	120.881.000	4		47,8%	8.078	0	7.442	0,0%	0,0%	
BRLA11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - BRL PROP II	Híbrido	Passiva	135,00	26/11/2021	135,00	156,43	22.673	200.884.000	1.488.031	-	https://fundamentus.com.br/fii_proventos.php?papel=BRLA11&tipo=2	5,51%	1,4%	0,84	7,44	9,48	161,33	242.604.000	240.063.000	3	3	99,0%	158.121	73	1.257	5,8%	0,0%	
BTAL11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL AGRO LOGÍSTICA	Logística	Ativa	88,00	26/11/2021	87,00	100,87	849.069	526.481.000	5.982.736	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTAL11&tipo=2	4,02%	6,0%	0,86	3,54	5,31	102,66	679.265.000	614.161.000	9	9	65,7%	244.523	81	1.415	5,7%	0,0%	
BTCR11	FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO	Títulos e Val. Mob.	Ativa	89,00	26/11/2021	77,09	92,44	553.184	428.099.000	4.810.097	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTCR11&tipo=2	7,39%	9,0%	0,91	6,58	8,07	97,94	477.352.000	471.123.000	0	0	0,0%	0	-	-	-	-	
BTLG11	BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	98,25	26/11/2021	95,80	110,77	4.387.180	1.496.250.000	15.228.960	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTLG11&tipo=2	5,17%	8,1%	0,98	5,08	7,52	100,28	1.799.820.000	1.527.130.000	11	33	73,2%	278.498	177	3.935	4,5%	0,0%	
BTRA11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL TERRAS AGRÍCOLAS	Outros	Ativa	87,00	26/11/2021	84,20	96,34	734.934	292.717.000	3.364.559	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTRA11&tipo=2	1,56%	3,1%	0,87	1,36	2,69	99,88	452.267.000	336.043.000	3	3	80,2%	62.900.000	0	4	1,3%	0,0%	
BTWR11	BTOWERS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Passiva	106,40	13/08/2021	106,02	106,40	0	86.106.300	809.270	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTWR11&tipo=2	1,20%	1,3%	0,98	1,27	1,34	108,36	88.027.600	87.694.400	1	75	97,2%	19.747	187	4.240	4,4%	0,0%	
BVAR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO	Outros	Passiva	100,01	14/01/2016	0,00	0,00	0	62.560.300	625.540	31/10/2016	https://fundamentus.com.br/fii_proventos.php?papel=BVAR11&tipo=2	78,13%	570,2%	0,10	78,13	220,18	983,53	616.390.000	615.237.000	70	70	96,7%	136.969	374	442	84,6%	2,1%	
CARE11	BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Ativa	0,38	26/11/2021	0,38	0,91	147.910	67.969.400	178.866.845	-	https://fundamentus.com.br/fii_proventos.php?papel=CARE11&tipo=2	-1,71%	2,6%	0,24	-0,01	0,01	1,60	285.828.000	285.293.000	2	1	24,3%	700	0	23.604	0,0%	0,0%	
CBOP11	CASTELLO BRANCO OFFICE PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Passiva	60,48	26/11/2021	58,50	73,45	60.085	85.579.200	1.415.000	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CBOP11&tipo=2	15,34%	10,3%	0,65	9,28	6,29	93,16	132.648.000	131.823.000	1	30	96,3%	16.298	671	5.055	13,3%	10,4%	
CCRF11	CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	100,00	23/11/2021	88,09	107,10	114.746	157.190.000	1.571.900	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CCRF11&tipo=2	1,07%	2,4%	0,99	1,07	2,78	100,70	159.837.000	158.287.000	0	0	0,0%	0	-	-	-	-	
CEOC11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII CEO CYRELA COMMERCIAL PROPERTIES	Lajes Corporativas	Passiva	53,63	26/11/2021	53,01	68,01	60.743	97.375.800	1.815.696	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CEOC11&tipo=2	8,80%	10,2%	0,62	4,72	5,51	86,18	157.676.000	156.468.000	1	60	88,8%	11.942	790	7.244	10,9%	0,0%	
CNES11	FII CENESP	Lajes Corporativas	Passiva	37,93	26/11/2021	35,35	63,64	18.871	111.865.000	2.949.248	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CNES11&tipo=2	4,46%	4,0%	0,43	1,69	1,52	87,20	258.803.000	257.172.000	1	21	92,0%	64.480	183	1.596	11,5%	55,7%	
CORM11	CORE METROPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	99,99	26/11/2021	94,06	108,61	9.187	91.721.200	917.304	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=CORM11&tipo=2	5,48%	6,4%	1,06	5,48	7,89	94,27	152.508.000	86.469.900	3	3	116,6%	13.012	339	8.219	4,1%	0,0%	
CPFF11	CAPITÂNIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	67,93	26/11/2021	67,93	80,30	1.025.860	370.203.000	5.449.778	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=CPFF11&tipo=2	2,14%	13,3%	0,88	1,45	7,18	77,42	436.544.000	421.939.000	0	0	0,0%	0	-	-	-	-	
CPTS11	CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	94,77	26/11/2021	83,85	97,93	8.644.770	2.443.310.000	25.781.435	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=CPTS11&tipo=2	1,10%	12,7%	1,01	1,05	9,98	93,69	2.815.580.000	2.415.410.000	0	0	0,0%	0	-	-	-	-	
CRFF11	CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO II	Títulos e Val. Mob.	Ativa	65,38	26/11/2021	64,30	84,48	56.612	45.114.800	690.040	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CRFF11&tipo=2	8,22%	7,9%	0,76	5,37	5,20	85,99	59.679.400	59.337.600	0	0	0,0%	0	-	-	-	-	
CTXT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL	Lajes Corporativas	Passiva	18,66	26/11/2021	18,47	48,13	6.382	48.409.200	2.594.279	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CTXT11&tipo=2	7,28%	4,8%	0,39	1,36	0,90	47,24	128.568.000	122.562.000	1	1	100,3%	45.714	168	1.062	15,8%	96,9%	
CVBI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI	Títulos e Val. Mob.	Ativa	95,81	26/11/2021	84,28	102,38	3.716.280	950.141.000	9.916.926	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CVBI11&tipo=2	7,85%	14,3%	0,96	7,52	9,32	100,09	1.005.400.000	992.561.000	0	0	0,0%	0	-	-	-	-	
CXCE11B	FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE	Lajes Corporativas	Passiva	38,81	26/11/2021	38,69	95,15	131.795	66.479.600	1.712.950	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CXCE11B&tipo=2	29,40%	28,6%	0,48	11,41	10,29	81,29	140.275.000	139.238.000	1	1	95,4%	19.938	1.050	3.183	33,0%	0,0%	
CXCO11	FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA IMÓVEIS CORPORATIVOS	Lajes Corporativas	Ativa	71,10	26/11/2021	71,10	103,19	335.709	279.032.000	3.924.500	-	https://fundamentus.com.br/fii_proventos.php?papel=CXCO11&tipo=2	5,52%	6,4%	0,71	3,92	4,59	100,43	396.793.000	394.140.000	10	10	99,4%	91.730	183	3.024	6,0%	0,0%	
CXRI11	CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	Ativa	68,27	26/11/2021	68,01	137,15	30.061	107.577.000	1.575.760	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CXRI11&tipo=2	9,68%	9,5%	0,78	6,61	6,50	87,04	138.001.000	137.149.000	0	0	0,0%	0	-	-	-	-	
CXTL11	FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA	Logística	Passiva	296,00	26/11/2021	230,34	416,49	4.907	15.864.700	53.597	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CXTL11&tipo=2	-1,79%	28,6%	0,47	-5,31	16,93	632,44	33.995.500	33.897.000	3	3	97,9%	18.872	111	823	13,4%	65,1%	
DEVA11	DEVANT RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	97,57	26/11/2021	80,06	107,81	6.968.400	1.068.110.000	10.947.069	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=DEVA11&tipo=2	5,81%	17,8%	1,02	5,67	12,76	95,80	1.259.030.000	1.048.680.000	0	0	0,0%	0	-	-	-	-	
DMAC11	MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Passiva	13,00	24/09/2021	4,51	17,01	0	2.029.400	156.108	30/11/2020	https://fundamentus.com.br/fii_proventos.php?papel=DMAC11&tipo=2	-758,50%	395,9%	2,48	-98,61	38,48	5,24	847.551	817.517	0	0	0,0%	0	-	-	-	-	
DOMC11	REAG MULTI ATIVOS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	439,00	08/10/2020	0,00	0,00	0	1.072.830.000	2.443.800	-	https://fundamentus.com.br/fii_proventos.php?papel=DOMC11&tipo=2	0,41%	0,0%	3,97	1,81	0,00	110,52	275.106.000	270.097.000	2	97	89,2%	39.145	329	24.434	1,3%	38,2%	
DOVL11B	DOVEL FII	Lajes Corporativas	Ativa	931,32	15/03/2021	931,32	931,32	0	58.000.700	62.278	-	https://fundamentus.com.br/fii_proventos.php?papel=DOVL11B&tipo=2	-1,36%	0,9%	0,81	-12,70	8,38	1.144,69	71.385.600	71.289.100	2	17	96,4%	16.688	379	3.351	11,3%	74,5%	
DRIT11B	MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Ativa	90,00	25/11/2021	85,02	135,27	1.577	41.694.900	463.277	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=DRIT11B&tipo=2	5,98%	4,6%	0,69	5,38	4,14	131,34	61.457.000	60.846.200	6	11	96,9%	5.725	699	7.059	9,9%	2,8%	
DVFF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - DEVANT FUNDO DE FUNDOS IMOBILIÁRIOS	Híbrido	Ativa	89,99	26/11/2021	80,36	98,43	40.370	99.074.500	1.100.950	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=DVFF11&tipo=2	2,46%	2,4%	0,99	2,21	2,15	85,28	95.005.700	93.887.300	0	0	0,0%	0	-	-	-	-	
EDFO11B	FII EDIFÍCIO OURINVEST	Lajes Corporativas	Passiva	224,00	25/11/2021	195,00	293,50	21.514	52.864.000	236.000	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=EDFO11B&tipo=2	9,44%	7,4%	1,05	21,16	16,69	214,34	50.958.100	50.584.400	1	1	98,5%	350	15.712	148.802	10,6%	0,0%	
