ticker	nome	segmento	tipoGestao	cotacao	dataCotacao	min52W	max52W	volumeMedioDiarioL2M	valorMercado	numeroCotas	dataUltimoRelatorio	urlHistorico	ffoYield	dividendYield	p_vp	ffoPorCota	dyPorCota	vpPorCota	ativos	patrimonioLiquido	qtdImoveis	qtdUnidades	imoveisPorPatrimonioLiquido	area	aluguelPorM2	precoPorM2	capRate	vacanciaMedia	
ARCT11	RIZA ARCTIUM REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	106,30	07/01/2022	85,23	112,39	779.513	169.821.000	1.597.568	30/09/2021	https://fundamentus.com.br/fii_proventos.php?papel=ARCT11&tipo=2	4,77%	12,0%	1,03	5,07	13,68	103,20	204.994.000	164.876.000	6	5	108,0%	227.831	24	805	2,9%	0,0%	
ARRI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS	Títulos e Val. Mob.	Ativa	96,49	07/01/2022	75,86	105,44	446.249	101.152.000	1.048.320	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=ARRI11&tipo=2	6,59%	15,1%	1,03	6,36	10,75	93,42	99.694.200	97.932.000	0	0	0,0%	0	-	-	-	-	
ATSA11	HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO	Shoppings	Passiva	95,99	07/01/2022	95,02	114,00	9.194	168.092.000	1.751.141	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=ATSA11&tipo=2	-1,38%	0,0%	0,98	-1,32	0,00	98,18	172.399.000	171.922.000	1	233	98,8%	32.909	-31	5.045	-0,6%	21,3%	
BARI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII	Títulos e Val. Mob.	Ativa	102,85	07/01/2022	91,68	103,13	1.204.170	476.627.000	4.634.191	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BARI11&tipo=2	12,06%	14,4%	1,01	12,40	13,70	101,75	480.074.000	471.527.000	1		0,2%	0	-	-	0,0%	-	
BBFI11B	BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO	Lajes Corporativas	Passiva	2.261,10	07/01/2022	1.732,90	2.394,73	420.400	293.943.000	130.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBFI11B&tipo=2	13,46%	14,7%	0,89	304,24	336,56	2.542,76	343.352.000	330.559.000	2	2	93,8%	86.312	484	3.195	15,2%	39,2%	
BBFO11	BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Passiva	75,20	07/01/2022	64,50	92,37	151.159	301.093.000	4.003.900	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBFO11&tipo=2	6,33%	8,8%	0,92	4,76	6,66	82,12	331.627.000	328.799.000	0	0	0,0%	0	-	-	-	-	
BBPO11	BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Passiva	91,86	07/01/2022	83,10	110,53	1.402.760	1.462.380.000	15.919.690	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBPO11&tipo=2	12,62%	12,8%	0,96	11,60	11,86	96,01	1.530.130.000	1.528.390.000	63	63	93,6%	372.421	570	3.676	15,5%	0,0%	
BBRC11	BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Outros	Passiva	99,93	07/01/2022	84,58	122,30	245.586	158.889.000	1.590.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBRC11&tipo=2	12,47%	10,7%	0,88	12,46	10,79	114,14	181.816.000	181.478.000	20	20	94,4%	15.319	1.367	9.795	14,0%	0,0%	
BBVJ11	CIDADE JARDIM CONTINENTAL TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Passiva	62,99	05/11/2020	0,00	0,00	0	180.781.000	2.870.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BBVJ11&tipo=2	-1,47%	0,0%	0,97	-0,92	0,00	64,78	186.073.000	185.921.000	1	25	96,1%	24.790	214	7.010	3,0%	59,0%	
BCFF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL FUNDO DE FUNDOS	Títulos e Val. Mob.	Ativa	70,30	07/01/2022	60,77	87,48	2.966.810	1.770.600.000	25.186.378	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BCFF11&tipo=2	5,10%	8,7%	0,92	3,58	5,94	76,72	1.951.270.000	1.932.210.000	0	0	0,0%	0	-	-	-	-	
BCIA11	BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	86,00	07/01/2022	78,31	104,84	336.632	319.837.000	3.719.038	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BCIA11&tipo=2	7,94%	8,9%	0,88	6,83	7,68	98,24	367.910.000	365.352.000	0	0	0,0%	0	-	-	-	-	
BCRI11	BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO	Títulos e Val. Mob.	Ativa	107,99	07/01/2022	96,65	108,55	1.141.170	675.788.000	6.257.873	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BCRI11&tipo=2	5,68%	13,0%	1,02	6,13	11,84	105,73	669.427.000	661.660.000	0	0	0,0%	0	-	-	-	-	
BICE11	BRIO CRÉDITO ESTRUTURADO - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	1.150,00	29/12/2021	932,44	1.150,00	11.335	12.754.600	11.091	-	https://fundamentus.com.br/fii_proventos.php?papel=BICE11&tipo=2	6,58%	5,6%	1,29	75,71	69,39	891,65	10.715.000	9.889.300	0	0	0,0%	0	-	-	-	-	
BICR11	INTER TITULOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO	Títulos e Val. Mob.	Ativa	98,00	07/01/2022	79,39	98,72	1.913	49.000.000	500.000	29/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=BICR11&tipo=2	3,80%	4,8%	0,99	3,72	4,74	98,92	49.811.900	49.460.300	0	0	0,0%	0	-	-	-	-	
BLCP11	BLUECAP RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII	Logística	Ativa	83,99	07/01/2022	72,22	99,77	583.350	192.865.000	2.296.282	20/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLCP11&tipo=2	5,72%	7,8%	0,85	4,80	5,15	98,37	229.543.000	225.882.000	2	5	98,9%	69.000	138	2.765	5,0%	3,5%	
BLMC11	BLUEMACAW CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	99,69	07/01/2022	90,91	99,76	1.886	39.826.200	399.500	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLMC11&tipo=2	4,00%	6,6%	0,99	3,99	7,49	100,96	40.950.000	40.334.900	0	0	0,0%	0	-	-	-	-	
BLMG11	BLUEMACAW LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Outros	Ativa	93,47	07/01/2022	84,40	101,47	728.190	356.176.000	3.810.588	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLMG11&tipo=2	3,01%	10,2%	0,96	2,81	9,57	96,96	471.965.000	369.462.000	2	2	77,4%	333.048	14	828	1,6%	0,0%	
BLMR11	BLUEMACAW RENDA+ FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	7,41	07/01/2022	6,79	8,93	654.557	189.263.000	25.541.630	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BLMR11&tipo=2	5,24%	9,4%	0,91	0,39	1,29	8,17	210.476.000	208.637.000	0	0	0,0%	0	-	-	-	-	
BMLC11	FII BM BRASCAN LAJES CORPORATIVAS	Lajes Corporativas	Passiva	90,00	07/01/2022	79,66	92,64	32.945	89.856.400	998.405	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BMLC11&tipo=2	7,74%	8,1%	0,84	6,97	7,24	106,73	109.409.000	106.564.000	2	25	98,7%	7.270	1.070	12.198	8,8%	0,0%	
BNFS11	BANRISUL NOVAS FRONTEIRAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII	Outros	Ativa	125,99	07/01/2022	109,35	126,70	45.286	88.193.000	700.000	31/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=BNFS11&tipo=2	10,07%	10,6%	1,21	12,69	13,48	104,05	74.880.500	72.837.600	18	18	96,3%	10.293	988	8.250	12,0%	0,0%	
BPFF11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BRASIL PLURAL ABSOLUTO FUNDO DE FUNDOS	Outros	Ativa	67,98	07/01/2022	59,12	75,55	374.153	305.388.000	4.492.326	31/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=BPFF11&tipo=2	11,51%	10,0%	0,91	7,83	6,84	74,79	338.928.000	335.966.000	0	0	0,0%	0	-	-	-	-	
BPML11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL SHOPPINGS	Shoppings	Passiva	74,89	07/01/2022	69,71	101,88	40.938	322.407.000	4.305.079	31/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=BPML11&tipo=2	5,17%	3,4%	0,56	3,87	2,55	133,15	1.015.270.000	573.238.000	4	632	140,8%	113.440	392	4.003	9,8%	6,5%	
BPRP11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII BRLPROP	Outros	Passiva	98,50	29/12/2021	93,18	120,10	3.435	132.959.000	1.349.837	-	https://fundamentus.com.br/fii_proventos.php?papel=BPRP11&tipo=2	9,50%	9,7%	0,91	9,36	9,52	108,01	146.916.000	145.796.000	1	1	99,9%	23.257	566	5.713	9,9%	0,0%	
BRCO11	BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Logística	Ativa	99,80	07/01/2022	82,92	108,61	2.950.160	1.474.920.000	14.778.781	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BRCO11&tipo=2	6,60%	6,7%	0,84	6,58	6,76	118,66	1.765.350.000	1.753.610.000	11	11	98,5%	445.732	262	3.258	8,0%	2,7%	
BRCR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND	Híbrido	Ativa	71,40	07/01/2022	61,70	85,43	2.221.910	1.901.970.000	26.638.202	31/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=BRCR11&tipo=2	8,26%	7,9%	0,67	5,90	5,65	106,18	3.408.820.000	2.828.520.000	9	78	78,7%	124.272	1.215	12.048	10,1%	15,6%	
BREV11	BRAZIL REAL ESTATE VICTORY FUND I - FUNDO DE INVESTIMENTO IMOBILIARIO	Híbrido	Ativa	95,01	07/01/2022	87,83	116,67	4.121	91.893.800	967.201	31/05/2021	https://fundamentus.com.br/fii_proventos.php?papel=BREV11&tipo=2	4,96%	6,4%	0,90	4,71	6,02	105,11	102.553.000	101.663.000	14	21	94,4%	5.944	1.012	14.587	6,9%	17,9%	
BRIM11	BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Ativa	1.170,83	30/12/2021	918,12	1.170,83	10.430	145.343.000	124.137	-	https://fundamentus.com.br/fii_proventos.php?papel=BRIM11&tipo=2	-1,19%	3,3%	1,03	-13,97	39,87	1.131,98	155.694.000	140.520.000	4		47,2%	8.078	0	8.500	0,0%	0,0%	
BRLA11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - BRL PROP II	Híbrido	Passiva	143,98	07/01/2022	134,09	155,37	42.811	214.247.000	1.488.031	-	https://fundamentus.com.br/fii_proventos.php?papel=BRLA11&tipo=2	5,17%	2,0%	0,89	7,44	9,94	161,30	242.582.000	240.018.000	3	3	99,0%	158.121	73	1.341	5,4%	0,0%	
BTAL11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL AGRO LOGÍSTICA	Logística	Ativa	97,10	07/01/2022	86,27	100,03	732.285	580.924.000	5.982.736	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTAL11&tipo=2	3,65%	6,2%	0,94	3,54	6,11	102,99	663.611.000	616.135.000	9	9	65,5%	244.523	81	1.556	5,2%	0,0%	
BTCR11	FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO	Títulos e Val. Mob.	Ativa	92,81	07/01/2022	80,33	92,95	539.581	446.425.000	4.810.097	16/12/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTCR11&tipo=2	7,09%	9,5%	0,94	6,58	8,78	99,00	482.601.000	476.196.000	0	0	0,0%	0	-	-	-	-	
BTLG11	BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	104,88	07/01/2022	95,14	110,01	4.366.920	1.597.210.000	15.228.960	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTLG11&tipo=2	4,84%	7,7%	1,05	5,08	7,73	99,99	1.792.240.000	1.522.710.000	11	33	87,5%	278.498	177	5.017	3,5%	0,0%	
BTRA11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL TERRAS AGRÍCOLAS	Outros	Ativa	98,98	07/01/2022	83,42	99,82	661.408	333.024.000	3.364.559	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTRA11&tipo=2	1,37%	3,6%	0,99	1,36	3,59	99,87	475.963.000	336.026.000	3	3	101,0%	62.900.000	0	5	0,9%	0,0%	
BTWR11	BTOWERS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Lajes Corporativas	Passiva	106,40	13/08/2021	106,02	106,40	0	86.106.300	809.270	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=BTWR11&tipo=2	1,20%	2,0%	0,98	1,27	2,15	108,37	88.076.200	87.703.700	1	75	97,2%	19.747	187	4.239	4,4%	0,0%	
BVAR11	FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO	Outros	Passiva	100,01	14/01/2016	0,00	0,00	0	62.560.300	625.540	31/10/2016	https://fundamentus.com.br/fii_proventos.php?papel=BVAR11&tipo=2	78,13%	647,4%	0,09	78,13	231,76	1.077,78	675.319.000	674.196.000	70	70	97,6%	136.969	374	446	83,8%	2,1%	
CACR11	AF INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS	Híbrido	Ativa	109,00	07/01/2022	99,07	110,70	346.118	165.051.000	1.514.227	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CACR11&tipo=2	12,01%	2,8%	1,07	13,09	3,10	101,56	157.134.000	153.780.000	0	0	0,0%	0	-	-	-	-	
CARE11	BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Híbrido	Ativa	2,00	07/01/2022	1,72	4,56	134.615	357.734.000	178.866.845	-	https://fundamentus.com.br/fii_proventos.php?papel=CARE11&tipo=2	-0,33%	2,4%	1,26	-0,01	0,01	1,59	285.447.000	284.912.000	2	1	24,3%	700	0	124.400	0,0%	0,0%	
CBOP11	CASTELLO BRANCO OFFICE PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Lajes Corporativas	Passiva	64,50	07/01/2022	55,63	69,85	61.250	91.267.500	1.415.000	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CBOP11&tipo=2	14,38%	12,2%	0,74	9,28	8,00	86,99	123.910.000	123.084.000	1	30	96,0%	16.298	671	5.378	12,5%	10,4%	
CCRF11	CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	102,00	30/12/2021	87,14	105,95	113.466	160.334.000	1.571.900	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CCRF11&tipo=2	1,05%	3,4%	1,00	1,07	3,88	102,38	162.868.000	160.932.000	0	0	0,0%	0	-	-	-	-	
CEOC11	FUNDO DE INVESTIMENTO IMOBILIARIO - FII CEO CYRELA COMMERCIAL PROPERTIES	Lajes Corporativas	Passiva	58,63	07/01/2022	52,58	67,46	49.746	106.454.000	1.815.696	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CEOC11&tipo=2	8,05%	9,3%	0,68	4,72	5,46	86,10	157.548.000	156.336.000	1	60	88,9%	11.942	790	7.926	10,0%	0,0%	
CNES11	FII CENESP	Lajes Corporativas	Passiva	33,52	07/01/2022	33,29	58,87	19.830	98.858.800	2.949.248	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CNES11&tipo=2	5,05%	4,1%	0,39	1,69	1,37	86,63	256.890.000	255.504.000	1	21	92,0%	64.480	183	1.410	13,0%	55,7%	
CORM11	CORE METROPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	100,00	07/01/2022	93,11	107,51	3.474	91.730.400	917.304	31/10/2021	https://fundamentus.com.br/fii_proventos.php?papel=CORM11&tipo=2	5,48%	7,5%	1,07	5,48	8,95	93,06	152.175.000	85.361.200	3	3	118,1%	13.012	339	8.327	4,1%	0,0%	
CPFF11	CAPITÂNIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	69,80	07/01/2022	67,49	79,78	966.260	380.394.000	5.449.778	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CPFF11&tipo=2	2,06%	12,7%	0,92	1,44	7,17	75,75	426.740.000	412.802.000	0	0	0,0%	0	-	-	-	-	
CPTS11	CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Títulos e Val. Mob.	Ativa	97,48	07/01/2022	87,35	97,48	7.640.980	2.726.770.000	27.972.629	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CPTS11&tipo=2	0,99%	12,3%	1,03	0,96	9,85	94,74	3.071.460.000	2.650.260.000	0	0	0,0%	0	-	-	-	-	
CRFF11	CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO II	Títulos e Val. Mob.	Ativa	67,91	07/01/2022	62,34	79,01	79.594	46.860.600	690.040	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CRFF11&tipo=2	7,91%	7,7%	0,83	5,37	5,27	81,44	56.536.700	56.197.300	0	0	0,0%	0	-	-	-	-	
CTXT11	FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL	Lajes Corporativas	Passiva	18,99	07/01/2022	17,87	41,37	7.549	49.265.400	2.594.279	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CTXT11&tipo=2	7,15%	2,1%	0,44	1,36	0,40	43,60	119.758.000	113.109.000	1	1	100,9%	45.714	168	1.088	15,5%	96,9%	
CVBI11	FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI	Títulos e Val. Mob.	Ativa	103,22	07/01/2022	89,99	103,22	3.818.610	1.023.630.000	9.916.926	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CVBI11&tipo=2	7,29%	12,9%	1,03	7,52	9,91	99,94	1.024.050.000	991.129.000	0	0	0,0%	0	-	-	-	-	
CXCE11B	FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE	Lajes Corporativas	Passiva	45,18	07/01/2022	37,94	90,69	61.194	77.391.100	1.712.950	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CXCE11B&tipo=2	25,26%	22,1%	0,56	11,41	9,19	81,35	140.380.000	139.352.000	1	1	95,4%	19.938	1.050	3.702	28,4%	0,0%	
CXCO11	FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA IMÓVEIS CORPORATIVOS	Lajes Corporativas	Ativa	78,50	07/01/2022	69,89	101,44	343.443	308.073.000	3.924.500	-	https://fundamentus.com.br/fii_proventos.php?papel=CXCO11&tipo=2	5,00%	7,5%	0,78	3,92	5,90	100,46	396.924.000	394.270.000	10	10	99,4%	91.730	183	3.337	5,5%	0,0%	
CXRI11	CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO - FII	Títulos e Val. Mob.	Ativa	66,42	07/01/2022	64,59	121,58	29.489	104.662.000	1.575.760	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CXRI11&tipo=2	9,95%	9,1%	0,81	6,61	6,10	82,34	130.592.000	129.746.000	0	0	0,0%	0	-	-	-	-	
CXTL11	FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA SEQ LOGISTICA RENDA	Logística	Passiva	298,08	07/01/2022	233,13	414,62	6.204	15.976.200	53.597	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=CXTL11&tipo=2	-1,78%	28,9%	0,47	-5,31	18,32	629,76	33.835.200	33.753.200	3	3	98,4%	18.872	111	833	13,3%	65,1%	
DEVA11	DEVANT RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO	Títulos e Val. Mob.	Ativa	102,98	07/01/2022	82,34	106,28	6.731.720	1.341.940.000	13.031.097	30/11/2021	https://fundamentus.com.br/fii_proventos.php?papel=DEVA11&tipo=2	4,62%	15,6%	1,07	4,76	12,67	96,67	1.261.950.000	1.259.670.000	0	0	0,0%	0	-	-	-	-	
DMAC11	MAC FUNDO DE INVESTIMENTO IMOBILIÁRIO	Residencial	Passiva	13,00	24/09/2021	4,51	17,01	0	2.029.400	156.108	30/11/2020	https://fundamentus.com.br/fii_proventos.php?papel=DMAC11&tipo=2	-758,50%	407,0%	2,61	-98,61	40,04	4,99	818.292	778.258	0	0	0,0%	0	-	-	-	-	
DOMC11	REAG MULTI ATIVOS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO	Híbrido	Ativa	439,00	08/10/2020	0,00	0,00	0	1.072.830.000	2.443.800	-	https://fundamentus.com.br/fii_proventos.php?papel=DOMC11&tipo=2	0,41%	0,0%	3,98	1,81	0,00	110,18	274.325.000	269.268.000	2	97	89,4%	39.145	329	24.509	1,3%	38,2%	
DOVL11B	DOVEL FII	Lajes Corporativas	Ativa	931,32	15/03/2021	931,32	931,32	0	58.000.700	62.278	-	https://fundamentus.com.br/fii_proventos.php?papel=DOVL11B&tipo=2	-1,36%	0,9%	0,82	-12,70	8,38	1.140,75	71.125.600	71.043.500	2	17	96,8%	16.688	379	3.363	11,3%	74,5%	
