ticker	name	fundType	manager	lastDividendYield	lastEarning	equity	equityPerShare	registrationDate	managementType	shareQuantity	standardDeviation	mean	median	sampleSize
CXTL11	Caixa SEQ Logística Renda	Tijolo: Galpões	Caixa Econômica Federal	0,0024	R$0,75	R$33,75 M	R$629,76	04/11/2010	Renda Gestão Passiva	53.597	0,00481	0,00469	0,00469	9
CYCR11	Cyrela Crédito	Papel: CRIs	Banco Genial	0,0166	R$1,74	R$50,18 M	R$94,68	07/04/2021	Títulos e Valores Mobiliários Gestão Ativa	530.000	0,00095	0,01595	0,01595	2
DAMT11B	Diamante	Tijolo: Shoppings	BTG Pactual	0,0	R$0,00	R$110,55 M	R$0,89	--/--/--	Renda Gestão Passiva	124.231.613	-1.0	-1.0	0	0
DEVA11	Devant Recebíveis Imobiliários	Papel: CRIs	Vórtx DTVM LTDA	0,0139	R$1,42	R$1,26 B	R$96,67	02/07/2020	Títulos e Valores Mobiliários Gestão Ativa	13.031.097	0,00143	0,01236	0,01236	10
DMAC11	MAC FII	Tijolo: Desenvolvimento	Oliveira Trust	0,22769999999999999	R$2,96	R$778,26 K	R$4,99	27/07/2018	Desenvolvimento para Venda Gestão Passiva	156.108	0,12197	0,06704	0,06704	10
DOVL11B	DOVEL	Tijolo: Escritórios	BNY Mellon	0,0003	R$0,30	R$71,04 M	R$1.140,75	28/11/2008	Títulos e Valores Mobiliários Gestão Ativa	62.278	-1.0	-1.0	0	0
DRIT11B	Multigestão Renda Comercial	Tijolo: Escritórios	Banco Daycoval S.A.	0,0068000000000000005	R$0,61	R$60,77 M	R$131,18	09/12/2008	Desenvolvimento para Renda Gestão Ativa	463.277	0,00158	0,00441	0,00441	8
DVFF11	Devant	Papel: Híbrido	Banco Daycoval S.A.	0,0084	R$0,80	R$103,01 M	R$93,57	09/04/2021	Títulos e Valores Mobiliários Gestão Ativa	1.100.950	0,00085	0,00810	0,00810	4
EDFO11B	Edifício Ourinvest	Tijolo: Escritórios	Oliveira Trust	0,0069	R$1,52	R$50,11 M	R$212,34	27/07/2004	Renda Gestão Passiva	236.000	0,00088	0,00595	0,00595	8
EDGA11	Edifício Galeria	Tijolo: Escritórios	BTG Pactual	0,0043	R$0,10	R$300,15 M	R$78,74	28/03/2012	Renda Gestão Passiva	3.812.055	0,00233	0,00516	0,00516	10
EGYR11	Energy Resort	Tijolo: Desenvolvimento	Reag DTVM	0,0	R$0,00	R$93,21 M	R$12,47	28/09/2020	Títulos e Valores Mobiliários Gestão Passiva	7.471.863	-1.0	-1.0	0	0
ELDO11B	Eldorado	Tijolo: Shoppings	Rio Bravo Investimentos	0,0005	R$0,55	R$1,06 B	R$1.343,43	04/03/2011	Renda Gestão Passiva	787.256	-1.0	-1.0	0	0
EQIA11	NCH EQI Recebíveis do Agronegócio	FIAGRO	BTG Pactual	0,0	R$0,00	R$38,34 M	R$95,44	26/08/2021	Títulos e Valores Mobiliários Gestão Ativa	401.743	-1.0	-1.0	0	0
EQIN11	NCH EQI High Yield Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,011200000000000002	R$1,06	R$138,26 M	R$95,89	25/10/2013	Títulos e Valores Mobiliários Gestão Ativa	1.441.970	0,00185	0,00956	0,00956	10
EQIR11	EQI Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0104	R$1,04	R$51,19 M	R$101,87	22/07/2021	Títulos e Valores Mobiliários Gestão Ativa	502.500	-1.0	-1.0	0	0
ERCR11	Estoque Residencial e Comercial Rio de Janeiro	Tijolo: Desenvolvimento	Oliveira Trust	0,0172	R$1.310,69	R$177,30 M	R$74.622,39	30/09/2020	Desenvolvimento para Renda Gestão Passiva	2.376	-1.0	-1.0	0	0
ERPA11	Europa 105	Tijolo: Escritórios	Oliveira Trust	0,0	R$0,00	R$53,03 M	R$106,76	25/02/2019	Renda Gestão Passiva	496.720	-1.0	-1.0	0	0
EURO11	EUROPAR	Tijolo: Galpões	COINVALORES	0,0085	R$1,72	R$109,01 M	R$283,92	03/12/2002	Híbrido Gestão Passiva	383.936	0,00064	0,00720	0,00720	10
EVBI11	VBI Consumo Essencial	Tijolo: Outros	BRL Trust DTVM	0,0079	R$0,75	R$109,83 M	R$101,47	27/09/2019	Renda Gestão Ativa	1.082.460	0,00058	0,00658	0,00658	6
FAED11	Anhanguera Educacional	Tijolo: Educacional	BTG Pactual	0,008	R$1,15	R$137,41 M	R$213,98	27/08/2009	Renda Gestão Passiva	642.168	0,00054	0,00739	0,00739	10
FAMB11B	Edifício Almirante Barroso	Tijolo: Escritórios	BTG Pactual	0,0092	R$9,16	R$360,41 M	R$3.439,07	06/03/2003	Renda Gestão Passiva	104.800	0,00155	0,00884	0,00884	10
FATN11	Athena I	Tijolo: Escritórios	BR-CAPITAL	0,008	R$0,79	R$81,28 M	R$100,21	28/05/2018	Renda Gestão Ativa	811.104	0,00048	0,00688	0,00688	9
FCFL11	Campus Faria Lima	Tijolo: Educacional	BTG Pactual	0,0067	R$0,75	R$352,53 M	R$101,48	18/02/2010	Renda Gestão Passiva	3.474.010	0,00074	0,00639	0,00639	10
FEXC11	BTG Pactual Fundo de CRI	Papel: CRIs	BTG Pactual	0,0103	R$0,92	R$576,01 M	R$94,37	10/04/2008	Títulos e Valores Mobiliários Gestão Ativa	6.103.509	0,00135	0,00889	0,00889	10
FIGS11	General Shopping Ativo e Renda	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,0066	R$0,37	R$269,04 M	R$94,40	04/02/2013	Renda Gestão Passiva	2.850.000	0,00172	0,00435	0,00435	10
FIIB11	Industrial do Brasil	Tijolo: Galpões	COINVALORES	0,008199999999999999	R$3,70	R$303,50 M	R$443,07	29/07/2011	Híbrido Gestão Passiva	685.000	0,00058	0,00703	0,00703	10
FIIP11B	RB Capital Renda I	Tijolo: Galpões	Oliveira Trust	0,0078000000000000005	R$1,30	R$185,87 M	R$200,47	23/03/2007	Renda Gestão Passiva	927.162	0,00081	0,00677	0,00677	10
FINF11	Infra Real State	Tijolo: Galpões	Planner Trustee DTVM LTDA	0,0	R$0,24	R$43,44 M	R$52,97	04/10/2013	Desenvolvimento para Renda Gestão Ativa	820.113	-1.0	-1.0	0	0
FISC11	SC 401	Tijolo: Escritórios	BR-CAPITAL	0,0013	R$0,22	R$253,34 M	R$154,20	11/05/2012	Renda Gestão Ativa	1.642.916	-1.0	-1.0	0	0
FISD11	São Domingos	Papel: CRIs	RJI CTVM LTDA	0,0321	R$6,53	R$108,45 M	R$101,11	09/04/2014	Títulos e Valores Mobiliários Gestão Ativa	1.072.588	-1.0	-1.0	0	0
FIVN11	Vida Nova	Tijolo: Shoppings	Oliveira Trust	0,0	R$0,00	R$64,51 M	R$6,85	01/07/2014	Renda Gestão Passiva	9.412.630	-1.0	-1.0	0	0
FLCR11	Faria Lima Capital Recebíveis Imobiliários I	Papel: CRIs	BRL Trust DTVM	0,015700000000000002	R$1,60	R$50,11 M	R$100,21	04/09/2019	Títulos e Valores Mobiliários Gestão Ativa	500.000	0,00214	0,01113	0,01113	10
FLMA11	Continental Square Faria Lima	Tijolo: Escritórios	BR-CAPITAL	0,0066	R$0,80	R$215,23 M	R$155,89	09/11/2000	Renda Gestão Ativa	1.380.670	0,00110	0,00407	0,00407	10
FLRP11	Floripa Shopping	Tijolo: Shoppings	BTG Pactual	0,005600000000000001	R$6,70	R$108,78 M	R$1.667,55	03/09/2009	Renda Gestão Passiva	65.232	0,00079	0,00425	0,00425	10
FMOF11	Memorial Office	Tijolo: Escritórios	COIN DTVM	0,0004	R$0,03	R$66,97 M	R$131,83	09/12/1996	Renda Gestão Passiva	508.008	0,00338	0,00472	0,00472	9
FPAB11	Projeto Agua Branca	Tijolo: Escritórios	COIN DTVM	0,0068000000000000005	R$1,45	R$336,22 M	R$448,30	01/05/1998	Renda Gestão Passiva	750.000	0,00087	0,00534	0,00534	10
FPNG11	Pedra Negra Renda Imobiliária	Tijolo: Escritórios	BR-CAPITAL	0,0095	R$0,62	R$165,37 M	R$166,95	16/01/2013	Renda Gestão Ativa	990.500	-1.0	-1.0	0	0
FTCE11B	Opportunity	Híbrido (Tijolo/Papel)	BRL Trust DTVM	0,0318	R$93,89	R$2,57 B	R$2.821,95	28/02/1996	Híbrido Gestão Ativa	912.380	-1.0	-1.0	0	0
FVPQ11	Via Parque Shopping	Tijolo: Shoppings	Rio Bravo Investimentos	0,0070999999999999995	R$0,75	R$554,34 M	R$197,97	06/11/1995	Renda Gestão Passiva	2.800.149	0,00216	0,00490	0,00490	10
GALG11	Guardian Logística	Tijolo: Galpões	BRL Trust DTVM	0,0084	R$0,84	R$576,13 M	R$102,64	20/07/2020	Híbrido Gestão Ativa	5.613.031	0,00034	0,00792	0,00792	10
GCFF11	Galapagos	Papel: Fundo de Fundos	BTG Pactual	0,009399999999999999	R$0,70	R$28,94 M	R$85,47	01/04/2020	Títulos e Valores Mobiliários Gestão Ativa	338.598	0,00039	0,00896	0,00896	10
GCRI11	Galapagos Recebíveis Imobiliários	Papel: CRIs	BTG Pactual	0,0113	R$1,12	R$99,91 M	R$99,88	02/12/2020	Títulos e Valores Mobiliários Gestão Ativa	1.000.320	0,00062	0,01018	0,01018	8
GESE11B	General Severiano	Tijolo: Educacional	Oliveira Trust	0,0049	R$7,51	R$86,16 M	R$1.656,98	04/05/2016	Renda Gestão Passiva	52.000	-1.0	-1.0	0	0
GGRC11	GGR Covepi Renda	Tijolo: Galpões	CM Capital Markets	0,0073	R$0,82	R$1,04 B	R$134,02	11/01/2017	Híbrido Gestão Ativa	7.758.429	0,00081	0,00663	0,00663	10
GSFI11	General Shopping e Outlets do Brasil	Tijolo: Shoppings	Planner Trustee DTVM LTDA	0,0002	R$0,00	R$901,70 M	R$13,17	08/04/2010	Renda Gestão Ativa	68.482.196	0,00000	0,00030	0,00030	1
GTLG11	Gtis Brazil Logistics	Tijolo: Galpões	BRL Trust DTVM	0,006999999999999999	R$0,70	R$711,15 M	R$99,14	--/--/--	Renda Gestão Ativa	7.173.000	0,00010	0,00710	0,00710	2
GTWR11	Green Towers	Tijolo: Escritórios	Votorantim Asset Management	0,0088	R$0,74	R$1,21 B	R$100,92	05/11/2015	Renda Gestão Ativa	12.000.000	0,00105	0,00727	0,00727	10
HAAA11	Hedge AAA	Tijolo: Escritórios	Hedge Investments DTVM LTDA	0,005600000000000001	R$0,54	R$325,77 M	R$94,29	17/04/2017	Renda Gestão Ativa	3.455.000	0,00027	0,00541	0,00541	9
HABT11	Habitat II FII	Papel: CRIs	Vórtx DTVM LTDA	0,012199999999999999	R$1,30	R$721,62 M	R$97,22	09/05/2019	Títulos e Valores Mobiliários Gestão Ativa	7.422.668	0,00130	0,01331	0,01331	10
HBCR11	HBC Renda Urbana	Tijolo: Escritórios	Banco Genial	0,005	R$0,55	R$23,76 M	R$87,35	15/10/2020	Desenvolvimento para Renda Gestão Ativa	272.000	0,00005	0,01025	0,01025	2
HBRH11	Multi Renda Urbana	Tijolo: Escritórios	BRL Trust DTVM	0,0101	R$0,93	R$295,75 M	R$106,68	17/08/2018	Renda Gestão Ativa	2.772.204	0,00275	0,00821	0,00821	10
HCHG11	Hectare Recebíveis High Grade	Papel: CRIs	Vórtx DTVM LTDA	0,009000000000000001	R$0,80	R$113,14 M	R$94,29	06/01/2021	Títulos e Valores Mobiliários Gestão Ativa	1.200.000	0,00201	0,00675	0,00675	6
HCRI11	Hospital da Criança	Tijolo: Hospital	BTG Pactual	0,0075	R$2,54	R$59,89 M	R$299,43	02/10/2000	Renda Gestão Passiva	200.000	0,00090	0,00744	0,00744	10
HCST11	Hectare Desenvolvimento Student Housing	Tijolo: Shoppings	Vórtx DTVM LTDA	0,0	R$0,00	R$30,13 M	R$104,99	--/--/--	Desenvolvimento para Renda Gestão Ativa	286.943	-1.0	-1.0	0	0
HCTR11	Hectare CE FII	Papel: CRIs	Vórtx DTVM LTDA	0,0126	R$1,60	R$2,32 B	R$117,69	15/09/2018	Títulos e Valores Mobiliários Gestão Ativa	19.720.457	0,00065	0,01301	0,01301	10
HFOF11	Hedge Top FOFII 3	Papel: Fundo de Fundos	Hedge Investments DTVM LTDA	0,0074	R$0,60	R$1,90 B	R$82,57	19/10/2017	Títulos e Valores Mobiliários Gestão Ativa	22.975.000	0,00065	0,00664	0,00664	10
HGBS11	Hedge Brasil Shopping	Tijolo: Shoppings	Hedge Investments DTVM LTDA	0,006	R$1,10	R$2,11 B	R$211,23	28/12/2006	Renda Gestão Ativa	10.000.000	0,00163	0,00375	0,00375	10
